SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,OMNIMARS EXECUTION,OMNIMARS STATUS,CHATGPT EXECUTION,CHATGPT STATUS,MERI EXECUTION,MERI STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,OMNIMARS_INFO,CHATGPT_INFO,MERI_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
perfect binding machine,perfect binding machine,perfect binding machine,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 158682   |   Single Clamp Perfect Binding Machine   |   High || 149678   |   Glue Binding Machine   |   Medium || 21081   |   Binding Machines   |   Medium ||  ],alfa-info: [ 21081   |   binding machines   |   High || 158682   |   single clamp perfect binding machine   |   High ||  ],mars-info: [ 158682   |   single clamp perfect binding machine   |   Low || 21081   |   binding machines   |   Low || 38637   |   spiral binding machine   |   Low ||  ],[],[],[],158682,Single Clamp Perfect Binding Machine,High,21081,Binding Machines,Medium,149678,Glue Binding Machine,Medium,38637,Spiral Binding Machine,Medium,85569,Book Press,Low
printing paper roll,printing paper roll,printing paper roll,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 143650   |   Printer Roll Paper   |   High || 145217   |   Printed Paper Rolls   |   Medium || 95988   |   Printed Thermal Paper Roll   |   Medium || 187585   |   Dona Paper Roll   |   Medium ||  ],alfa-info: [ 145217   |   printed paper rolls   |   High || 87934   |   printing services   |   High || 2013   |   paper rolls   |   Medium || 43399   |   paper printing services   |   Medium ||  ],mars-info: [ 145217   |   printed paper rolls   |   High || 143650   |   printer roll paper   |   Low || 2014   |   printing paper   |   Low ||  ],[],[],[],145217,Printed Paper Rolls,High,143650,Printer Roll Paper,Medium,87934,Printing Services,Medium,95988,Printed Thermal Paper Roll,Medium,2013,Paper Rolls,Medium
gold drop palmolein oil,gold drop palmolein oil,gold drop palmolein oil,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 443944   |   Ruchi Gold Palmolein Oil   |   High || 189532   |   Palm Olein Oil   |   Medium || 33943   |   Palm Oil   |   Medium || 190874   |   Refined Oil   |   Medium ||  ],alfa-info: [ 33943   |   palm oil   |   High || 443944   |   ruchi gold palmolein oil   |   High || 189532   |   palm olein oil   |   Medium ||  ],mars-info: [ 443944   |   ruchi gold palmolein oil   |   High || 190874   |   refined oil   |   Low || 33944   |   palm olein   |   Low ||  ],[],[],[],443944,Ruchi Gold Palmolein Oil,High,33943,Palm Oil,Medium,189532,Palm Olein Oil,Medium,190874,Refined Oil,Medium,33944,Palm Olein,Medium
titan men watch,titan men watch,titan men watch,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 203422   |   Titan Mens Wrist Watches   |   Medium || 184579   |   Titan Watches   |   Medium ||  ],alfa-info: [ 203422   |   titan mens wrist watches   |   High || 184579   |   titan watches   |   High || 30023   |   wrist watch   |   Medium ||  ],mars-info: [ 203422   |   titan mens wrist watches   |   High || 184579   |   titan watches   |   Low || 108288   |   men wrist watches   |   Low ||  ],[],[],[],203422,Titan Mens Wrist Watches,High,184579,Titan Watches,Medium,30023,Wrist Watch,Medium,108288,Men Wrist Watches,Medium,184367,Men Analog Watches,Low
plastic mini air cooler,plastic mini air cooler,plastic mini air cooler,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 127534   |   Mini Air Cooler   |   High || 89768   |   Portable Air Cooler   |   Medium || 21384   |   Air Coolers   |   Medium || 138121   |   Plastic Air Cooler   |   Medium ||  ],alfa-info: [ 127534   |   mini air cooler   |   High ||  ],mars-info: [ 127534   |   mini air cooler   |   High || 138121   |   plastic air cooler   |   Low || 89768   |   portable air cooler   |   Low ||  ],[],[],[],127534,Mini Air Cooler,High,89768,Portable Air Cooler,Medium,138121,Plastic Air Cooler,Medium,21384,Air Coolers,Medium,164615,Desert Air Cooler,Low
crompton greaves pedestal fan,crompton greaves pedestal fan,crompton greaves pedestal fan,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 181209   |   Crompton Pedestal Fan   |   Medium || 5809   |   Pedestal Fan   |   Medium || 438   |   Electric Fans   |   Medium ||  ],alfa-info: [ 181209   |   crompton pedestal fan   |   High ||  ],mars-info: [ 181209   |   crompton pedestal fan   |   High || 184085   |   crompton ceiling fans   |   Low || 181230   |   havells pedestal fan   |   Low ||  ],[],[],[],181209,Crompton Pedestal Fan,High,5809,Pedestal Fan,Medium,184085,Crompton Ceiling Fans,Medium,438,Electric Fans,Medium,181230,Havells Pedestal Fan,Medium
panna gemstone,emerald gemstone,emerald gemstone,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 80280   |   Emerald   |   High || 7004   |   Emerald Stone   |   High || 177692   |   Zambian Emerald   |   Medium || 29379   |   Gemstone   |   Medium ||  ],alfa-info: [ 80280   |   emerald   |   High || 7004   |   emerald stone   |   High ||  ],mars-info: [ 80280   |   emerald   |   Low || 7004   |   emerald stone   |   Low || 29379   |   gemstone   |   Low ||  ],[],[],[],80280,Emerald,High,7004,Emerald Stone,Medium,29379,Gemstone,Medium,177692,Zambian Emerald,Medium,8336,Ruby Gemstone,Low
flowers decoration wedding stage,flowers decoration wedding stage,flowers decoration wedding stage,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 126640   |   Wedding Stage   |   High || 175222   |   Stage Flower Decoration Services   |   Medium || 129995   |   Wedding Stage Backdrop   |   Medium ||  ],alfa-info: [ 175222   |   stage flower decoration services   |   High || 126640   |   wedding stage   |   High || 44234   |   wedding decoration   |   Medium ||  ],mars-info: [ 126640   |   wedding stage   |   Medium || 175222   |   stage flower decoration services   |   Low || 168586   |   wedding flower decoration   |   Low ||  ],[],[],[],126640,Wedding Stage,High,175222,Stage Flower Decoration Services,Medium,129995,Wedding Stage Backdrop,Medium,44234,Wedding Decoration,Medium,168586,Wedding Flower Decoration,Medium
loose detergent powder,loose detergent powder,loose detergent powder,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 221163   |   Loose Detergent Powder   |   High || 12767   |   Detergent Powder   |   Medium || 185002   |   Surf Excel Detergent Powder   |   Medium || 1891   |   Industrial Detergent   |   Medium ||  ],alfa-info: [ 221163   |   loose detergent powder   |   High ||  ],mars-info: [ 221163   |   loose detergent powder   |   High ||  ],[],[],[],221163,Loose Detergent Powder,High,12767,Detergent Powder,Medium,185002,Surf Excel Detergent Powder,Medium,1891,Industrial Detergent,Medium,26352,Detergent Cake,Low
bajaj platina 100,bajaj platina 100,bajaj platina 100,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 189173   |   Bajaj Bikes   |   High || 20873   |   Motorcycle   |   High || 72920   |   Power Bike   |   Medium ||  ],alfa-info: [ 189173   |   bajaj bikes   |   High || 20873   |   motorcycle   |   Medium ||  ],mars-info: [ 189173   |   bajaj bikes   |   Low || 443827   |   bajaj platina battery   |   Low || 184879   |   bajaj bike spare parts   |   Low ||  ],[],[],[],189173,Bajaj Bikes,High,20873,Motorcycle,Medium,443827,Bajaj Platina Battery,Medium,72920,Power Bike,Medium,184879,Bajaj Bike Spare Parts,Medium
pathology service,pathology service,pathology service,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 43099   |   Pathological Services   |   Medium || 172280   |   Medical Test Services   |   Medium || 34589   |   Pathology Laboratory   |   Medium || 23501   |   Blood Testing   |   Medium ||  ],alfa-info: [ 43099   |   pathological services   |   High ||  ],mars-info: [ 43099   |   pathological services   |   High || 174417   |   image clipping path services   |   Low || 42337   |   cardiology treatment   |   Low ||  ],[],[],[],43099,Pathological Services,High,172280,Medical Test Services,Medium,174417,Image Clipping Path Services,Medium,34589,Pathology Laboratory,Medium,42337,Cardiology Treatment,Medium
manager office chair,manager office chair,manager office chair,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 87971   |   Leather Office Chair   |   High || 28065   |   Executive Chairs   |   High || 26543   |   Director & Chairman Chair   |   High || 87966   |   High Back Office Chair   |   High || 35998   |   Revolving Chair   |   High || 5052   |   Office Chairs   |   Medium ||  ],alfa-info: [ 5052   |   office chairs   |   High || 28065   |   executive chairs   |   Medium || 26543   |   director & chairman chair   |   Medium ||  ],mars-info: [ 26543   |   director & chairman chair   |   Medium || 28065   |   executive chairs   |   Low || 5052   |   office chairs   |   Low ||  ],[],[],[],26543,Director & Chairman Chair,Medium,5052,Office Chairs,Medium,87971,Leather Office Chair,Medium,28065,Executive Chairs,Medium,35998,Revolving Chair,Medium
carbon black n330,carbon black n330,carbon black n330,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 220606   |   N330 Carbon Black   |   High || 24301   |   Carbon Black Powder   |   Medium || 126328   |   Black Carbon   |   Medium || 20530   |   Carbon Powder   |   Medium ||  ],alfa-info: [ 220606   |   n330 carbon black   |   High || 24301   |   carbon black powder   |   High ||  ],mars-info: [ 220606   |   n330 carbon black   |   High || 24301   |   carbon black   |   Low || 126328   |   black carbon   |   Low ||  ],[],[],[],220606,N330 Carbon Black,High,24301,Carbon Black Powder,Medium,126328,Black Carbon,Medium,20530,Carbon Powder,Medium,148417,Tyre Black Carbon Powder,Low
dona plate raw material,dona plate raw material,dona plate raw material,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 114113   |   Paper Plate Raw Material   |   High || 147110   |   Silver Paper Plates Raw Material   |   Medium || 120806   |   Paper Dish Raw Material   |   Medium ||  ],alfa-info: [ 114113   |   paper plate raw material   |   High || 120806   |   paper dish raw material   |   Medium || 147110   |   silver paper plates raw material   |   Medium ||  ],mars-info: [ 114113   |   paper plate raw material   |   Low || 120806   |   paper dish raw material   |   Low || 147110   |   silver paper plates raw material   |   Low ||  ],[],[],[],114113,Paper Plate Raw Material,High,120806,Paper Dish Raw Material,Medium,147110,Silver Paper Plates Raw Material,Medium,44757,Paper Plate Making Machine,Low,1443,Paper Plate,Low
blue nitrile powder free gloves,blue nitrile powder free gloves,blue nitrile powder free gloves,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 85461   |   Powder Free Gloves   |   High || 32733   |   Nitrile Gloves   |   Medium || 6168   |   Examination Gloves   |   Medium || 1149   |   Surgical Gloves   |   Medium ||  ],alfa-info: [ 32733   |   nitrile gloves   |   High || 85461   |   powder free gloves   |   High ||  ],mars-info: [ 85461   |   powder free gloves   |   High || 32733   |   nitrile gloves   |   Low || 132694   |   lint free gloves   |   Low ||  ],[],[],[],85461,Powder Free Gloves,High,32733,Nitrile Gloves,High,6168,Examination Gloves,Medium,132694,Lint Free Gloves,Medium,1149,Surgical Gloves,Medium
senior citizen home nursing services,senior citizen home nursing services,senior citizen home nursing services,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 169385   |   Home Nursing Service   |   High || 171587   |   Nursing Care Services   |   High || 32897   |   Nursing Homes   |   Medium || 69337   |   Health Care Service   |   Medium ||  ],alfa-info: [ 169385   |   home nursing service   |   High || 171587   |   nursing care services   |   Medium ||  ],mars-info: [ 169385   |   home nursing service   |   High || 37599   |   senior citizen associations   |   Low || 171587   |   nursing care services   |   Low ||  ],[],[],[],169385,Home Nursing Service,High,171587,Nursing Care Services,Medium,37599,Senior Citizen Associations,Medium,32897,Nursing Homes,Medium,69337,Health Care Service,Medium
printed table calendar,printed table calendar,printed table calendar,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 50057   |   Table Calendar   |   High || 50054   |   Printed Calendar   |   High || 20386   |   Calendar   |   Medium ||  ],alfa-info: [ 50057   |   table calendar   |   High || 50054   |   printed calendar   |   High ||  ],mars-info: [ 50057   |   table calendar   |   Medium || 50054   |   printed calendar   |   Low || 175037   |   table calendar printing services   |   Low ||  ],[],[],[],50057,Table Calendar,High,50054,Printed Calendar,Medium,20386,Calendar,Medium,175037,Table Calendar Printing Services,Medium,393,Corporate Gifts,Low
coat pants,coat pants,coat pants,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 10007   |   Men Regular Fit Pants   |   High || 10013   |   Men Suits   |   Medium || 138851   |   Men Slim Formal Pants   |   Medium || 139916   |   Men Cotton Pant   |   Medium || 295   |   Men Trousers   |   Medium ||  ],alfa-info: [ 136875   |   men coat   |   Medium || 10013   |   men suits   |   Medium || 10007   |   men regular fit pants   |   Medium || 78218   |   designer men suit   |   Medium ||  ],mars-info: [ 10007   |   men regular fit pants   |   Medium || 136875   |   men coat   |   Low || 36838   |   raincoats & rainsuits   |   Low ||  ],[],[],[],10007,Men Regular Fit Pants,High,136875,Men Coat,Medium,10013,Men Suits,Medium,138851,Men Slim Formal Pants,Medium,36838,Raincoats & Rainsuits,Medium
mild steel hot rolled plate,mild steel hot rolled plate,mild steel hot rolled plate,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 184278   |   Hot Rolled Steel Plate   |   High || 9729   |   MS Plates   |   High || 155718   |   Mild Steel Hot Rolled Sheet   |   Medium || 10775   |   Hot Rolled Plates   |   Medium ||  ],alfa-info: [ 184278   |   hot rolled steel plate   |   High || 10775   |   hot rolled plates   |   High || 9729   |   ms plates   |   Medium ||  ],mars-info: [ 184278   |   hot rolled steel plate   |   High || 10775   |   hot rolled plates   |   Low || 148733   |   mild steel chequered plates   |   Low ||  ],[],[],[],184278,Hot Rolled Steel Plate,High,10775,Hot Rolled Plates,Medium,9729,MS Plates,Medium,155718,Mild Steel Hot Rolled Sheet,Medium,148733,Mild Steel Chequered Plates,Medium
pvc clamp,pvc clamp,pvc clamp,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 34946   |   Plastic Clamps   |   High || 5967   |   Pipe Clamps   |   Medium || 1470   |   Clamps   |   Medium || 23968   |   C Clamps   |   Medium ||  ],alfa-info: [ 34946   |   plastic clamps   |   High || 5967   |   pipe clamps   |   Medium || 1470   |   clamps   |   Medium ||  ],mars-info: [ 5967   |   pipe clamps   |   Low || 1470   |   clamps   |   Low || 34946   |   plastic clamps   |   Low ||  ],[],[],[],34946,Plastic Clamps,High,5967,Pipe Clamps,Medium,1470,Clamps,Medium,23968,C Clamps,Medium,147146,Water Purifier Spare Parts,Low
women jeggings,women jeggings,women jeggings,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 133865   |   Jeggings   |   High || 208835   |   Girls Jeggings   |   High || 185299   |   Cotton Jeggings   |   High || 185397   |   Printed Jeggings   |   High || 223154   |   Polyester Jeggings   |   High ||  ],alfa-info: [ 133865   |   jeggings   |   High ||  ],mars-info: [ 208835   |   girls jeggings   |   High || 223154   |   polyester jeggings   |   Low || 195   |   ladies jeans   |   Low ||  ],[],[],[],133865,Jeggings,High,208835,Girls Jeggings,High,223154,Polyester Jeggings,Medium,185299,Cotton Jeggings,Medium,195,Ladies Jeans,Medium
