name,type,country,city,address,lat,lon,beds,departments,ownership,icu
Guntur General Hospital,general hospital,India,Guntur,"56 Station Rd, Guntur, India",16.266217,80.501501,75,cardiology || dental || emergency || ent || nephrology || ophthalmology || physiotherapy || pulmonology,public,True
Rohtak Medical College & Hospital #131,general hospital,India,Rohtak,"762 Ring Rd, Rohtak, India",28.859012,76.648104,150,ent || nephrology || neurosurgery || oncology || ophthalmology || pulmonology || radiology || urology,private,True
Cuttack General Hospital,general hospital,India,Cuttack,"165 Oak St, Cuttack, India",20.506774,85.813259,150,gynecology || nephrology || oncology || pediatrics || psychiatry || urology,private,True
Cape Town City Infirmary,general hospital,South Africa,Cape Town,"58 Church St, Cape Town, South Africa",-33.999522,18.354125,750,dental || emergency || neurosurgery || physiotherapy || psychiatry || pulmonology,private,True
Hyderabad Health Institute,general hospital,India,Hyderabad,"112 Station Rd, Hyderabad, India",17.327279,78.491887,150,cardiology || radiology || urology,public,True
Indore General Hospital,general hospital,India,Indore,"565 Sunrise Blvd, Indore, India",22.695175,75.921673,25,cardiology || dermatology || emergency || nephrology || neurosurgery || oncology || pediatrics || psychiatry,trust,False
Kolkata Care Hospital #132,general hospital,India,Kolkata,"290 Sector 21 Rd, Kolkata, India",22.598806,88.438043,200,dental || emergency || gastroenterology || ophthalmology || orthopedics || radiology || urology,public,True
Birmingham City Infirmary #133,specialty hospital,United Kingdom,Birmingham,"489 Maple Ave, Birmingham, United Kingdom",52.556092,-1.962039,150,emergency || ent || hematology || psychiatry || pulmonology,private,False
Indore City Infirmary,general hospital,India,Indore,"987 Hospital Rd, Indore, India",22.681225,75.894631,1200,ent || hematology || ophthalmology || physiotherapy || psychiatry || pulmonology || radiology,private,False
Vijayawada Medical College & Hospital,teaching hospital,India,Vijayawada,"622 MG Road, Vijayawada, India",16.467245,80.672668,75,cardiology || gynecology || ophthalmology || physiotherapy,public,False
Prayagraj Medical Center,general hospital,India,Prayagraj,"174 High St, Prayagraj, India",25.446253,81.840529,1000,emergency || ent || pediatrics || urology,public,True
Melbourne Care Hospital,general hospital,Australia,Melbourne,"947 Ring Rd, Melbourne, Australia",-37.796236,144.939021,50,dermatology || ophthalmology || physiotherapy,public,False
Nashik City Infirmary,general hospital,India,Nashik,"640 Park Ave, Nashik, India",19.941699,73.745851,75,emergency || ent || hematology || nephrology || psychiatry,trust,False
Prayagraj General Hospital,general hospital,India,Prayagraj,"841 Green Park Rd, Prayagraj, India",25.491899,81.856096,200,gynecology || hematology || oncology,public,True
Munich Multispeciality Hospital,general hospital,Germany,Munich,"480 Green Park Rd, Munich, Germany",48.073463,11.639622,300,emergency || gynecology || orthopedics || physiotherapy || psychiatry || pulmonology,private,True
Agra Health Institute,general hospital,India,Agra,"720 College Rd, Agra, India",27.107527,78.041354,200,dermatology || pediatrics || psychiatry,private,False
Indore Health Institute,teaching hospital,India,Indore,"793 Sector 21 Rd, Indore, India",22.652676,75.851028,150,nephrology || ophthalmology || urology,public,True
Meerut Medical College & Hospital,specialty hospital,India,Meerut,"86 Ring Rd, Meerut, India",28.931024,77.777712,500,emergency || gastroenterology || pediatrics,public,True
Johannesburg Care Hospital #134,general hospital,South Africa,Johannesburg,"917 NH 48, Johannesburg, South Africa",-26.177056,28.041267,150,ent || oncology || orthopedics || pulmonology || urology,private,False
Milan Health Institute,specialty hospital,Italy,Milan,"843 Oak St, Milan, Italy",45.488356,9.197269,50,emergency || hematology || nephrology || ophthalmology || orthopedics || radiology || urology,private,False
Lucknow Multispeciality Hospital,general hospital,India,Lucknow,"325 Station Rd, Lucknow, India",26.8487,80.995225,150,cardiology || emergency || ent || nephrology || neurosurgery || pediatrics || physiotherapy || radiology,private,False
Indore Superspeciality Hospital,general hospital,India,Indore,"171 Sector 21 Rd, Indore, India",22.647913,75.903505,75,cardiology || dental || orthopedics || urology,public,True
Noida Medical Center,specialty hospital,India,Noida,"467 NH 48, Noida, India",28.496879,77.337353,100,dermatology || emergency || nephrology || physiotherapy || radiology || urology,private,True
Surat Medical College & Hospital,specialty hospital,India,Surat,"706 NH 48, Surat, India",21.21128,72.834202,75,cardiology || dental || dermatology || emergency || gynecology || oncology || physiotherapy || radiology,trust,True
Sao Paulo Multispeciality Hospital,specialty hospital,Brazil,Sao Paulo,"684 High St, Sao Paulo, Brazil",-23.495347,-46.578867,500,dermatology || gastroenterology || gynecology || neurosurgery || orthopedics || psychiatry,trust,False
Bareilly Multispeciality Hospital,specialty hospital,India,Bareilly,"721 Sector 21 Rd, Bareilly, India",28.325207,79.422598,1200,ent || neurosurgery || urology,public,False
Hisar Medical College & Hospital,general hospital,India,Hisar,"931 NH 48, Hisar, India",29.192722,75.646047,50,cardiology || hematology || physiotherapy,private,False
Nellore Health Institute,teaching hospital,India,Nellore,"441 Church St, Nellore, India",14.436829,80.051975,200,dental || dermatology || ent || gastroenterology || oncology || orthopedics || physiotherapy,public,True
Vancouver Health Institute,general hospital,Canada,Vancouver,"102 Ring Rd, Vancouver, Canada",49.28235,-123.183824,250,dermatology || gastroenterology || gynecology || ophthalmology || pediatrics || physiotherapy || pulmonology,public,True
Jodhpur City Infirmary #135,specialty hospital,India,Jodhpur,"943 MG Road, Jodhpur, India",26.290437,73.005167,400,cardiology || gastroenterology || hematology || ophthalmology || physiotherapy || psychiatry || radiology,public,True
Sydney Superspeciality Hospital,specialty hospital,Australia,Sydney,"388 Temple Rd, Sydney, Australia",-33.794484,151.161903,200,cardiology || dermatology || emergency || hematology || oncology || pediatrics || psychiatry || radiology,trust,True
London City Infirmary,teaching hospital,United Kingdom,London,"96 MG Road, London, United Kingdom",51.473342,-0.080943,200,ent || gastroenterology || gynecology || neurosurgery || orthopedics || urology,public,True
London Medical College & Hospital,general hospital,United Kingdom,London,"931 Main Bazaar Rd, London, United Kingdom",51.528933,-0.080134,150,cardiology || oncology || physiotherapy || pulmonology,private,False
Manchester Health Institute,specialty hospital,United Kingdom,Manchester,"560 Oak St, Manchester, United Kingdom",53.547214,-2.237315,75,ent || gynecology || orthopedics || pediatrics,private,False
Meerut City Infirmary,general hospital,India,Meerut,"921 Sunrise Blvd, Meerut, India",29.015844,77.753322,100,hematology || neurosurgery || radiology,public,False
Vadodara Multispeciality Hospital #136,general hospital,India,Vadodara,"726 Green Park Rd, Vadodara, India",22.364349,73.246183,100,gynecology || hematology || nephrology || oncology || ophthalmology || orthopedics || pediatrics || psychiatry,public,False
Melbourne Medical Center,specialty hospital,Australia,Melbourne,"320 Lakeview Ave, Melbourne, Australia",-37.736237,144.905614,75,dental || nephrology || ophthalmology || psychiatry,private,True
Pune Medical College & Hospital,specialty hospital,India,Pune,"383 MG Road, Pune, India",18.469876,73.919738,250,dermatology || ent || oncology || orthopedics || pediatrics || pulmonology,public,False
Gwalior Health Institute,general hospital,India,Gwalior,"829 Park Ave, Gwalior, India",26.162637,78.173252,250,emergency || gynecology || neurosurgery || pulmonology || radiology || urology,public,True
Delhi Health Institute,specialty hospital,India,Delhi,"219 Main Bazaar Rd, Delhi, India",28.547254,77.270187,400,emergency || gastroenterology || gynecology || hematology || neurosurgery || oncology || radiology,private,True
Rajkot Medical Center,specialty hospital,India,Rajkot,"699 NH 48, Rajkot, India",22.304733,70.87694,150,dental || dermatology || gastroenterology || orthopedics || radiology,private,True
Ahmedabad Medical Center,specialty hospital,India,Ahmedabad,"606 Sector 21 Rd, Ahmedabad, India",23.099958,72.598267,250,cardiology || dental || oncology || physiotherapy,private,False
Isfahan Care Hospital #137,teaching hospital,Iran,Isfahan,"38 Green Park Rd, Isfahan, Iran",32.601153,51.729108,150,cardiology || dermatology || emergency || gastroenterology || neurosurgery || physiotherapy || radiology,private,True
Kochi Medical College & Hospital #138,specialty hospital,India,Kochi,"506 Maple Ave, Kochi, India",9.877157,76.189317,200,gynecology || nephrology || oncology || ophthalmology || psychiatry || pulmonology,trust,True
Rohtak General Hospital #139,teaching hospital,India,Rohtak,"883 NH 48, Rohtak, India",28.899884,76.641697,500,emergency || orthopedics || pulmonology || urology,private,True
Warangal General Hospital,specialty hospital,India,Warangal,"114 Maple Ave, Warangal, India",17.901605,79.631139,75,emergency || gastroenterology || hematology || pediatrics || radiology,private,False
Ahmedabad City Infirmary,general hospital,India,Ahmedabad,"599 NH 48, Ahmedabad, India",23.079808,72.62245,200,ent || gynecology || nephrology || neurosurgery || oncology || ophthalmology || psychiatry || radiology,trust,True
Berlin Care Hospital,specialty hospital,Germany,Berlin,"362 Green Park Rd, Berlin, Germany",52.553639,13.375296,150,dental || emergency || ophthalmology || orthopedics,public,True
Rohtak Medical College & Hospital #140,general hospital,India,Rohtak,"214 Hospital Rd, Rohtak, India",28.946962,76.600082,100,dermatology || hematology || nephrology || oncology || pediatrics || psychiatry || radiology,trust,True
Prayagraj Multispeciality Hospital,general hospital,India,Prayagraj,"799 Sector 21 Rd, Prayagraj, India",25.434874,81.89882,100,emergency || nephrology || pediatrics || pulmonology,private,False
Pune City Infirmary,general hospital,India,Pune,"113 Church St, Pune, India",18.468202,73.890622,400,pediatrics || psychiatry || pulmonology,public,True
Patna Medical Center,general hospital,India,Patna,"442 Sunrise Blvd, Patna, India",25.530202,85.09598,50,ent || gastroenterology || nephrology || radiology,public,False
Madurai Medical College & Hospital,general hospital,India,Madurai,"302 Sunrise Blvd, Madurai, India",9.900871,78.111856,300,dental || ent || ophthalmology || orthopedics || pediatrics || pulmonology,public,True
Ahmedabad Superspeciality Hospital #141,teaching hospital,India,Ahmedabad,"590 Temple Rd, Ahmedabad, India",23.046684,72.590749,100,dental || emergency || gynecology || pediatrics,public,False
Singapore Medical Center,specialty hospital,Singapore,Singapore,"709 Temple Rd, Singapore, Singapore",1.406732,103.815206,1000,hematology || orthopedics || physiotherapy || pulmonology || radiology || urology,private,True
Kanpur Multispeciality Hospital,teaching hospital,India,Kanpur,"705 Church St, Kanpur, India",26.471363,80.272102,250,emergency || ent || pulmonology || radiology,public,True
Paris Medical College & Hospital,general hospital,France,Paris,"271 MG Road, Paris, France",48.828617,2.382012,50,cardiology || ophthalmology || physiotherapy || urology,private,True
Rohtak General Hospital,teaching hospital,India,Rohtak,"856 Church St, Rohtak, India",28.843481,76.663518,75,dermatology || ent || gastroenterology || gynecology || hematology || physiotherapy || pulmonology,private,True
Cape Town Multispeciality Hospital,general hospital,South Africa,Cape Town,"848 Hill Rd, Cape Town, South Africa",-33.870973,18.388784,250,ent || gynecology || hematology || ophthalmology || radiology,private,True
Prayagraj Medical College & Hospital,specialty hospital,India,Prayagraj,"146 Hill Rd, Prayagraj, India",25.466864,81.848325,100,cardiology || gynecology || nephrology || neurosurgery || ophthalmology || urology,public,False
Pune Care Hospital,specialty hospital,India,Pune,"921 Main Bazaar Rd, Pune, India",18.474423,73.78201,100,oncology || orthopedics || pediatrics || psychiatry || pulmonology || radiology || urology,trust,True
Jodhpur Health Institute,general hospital,India,Jodhpur,"815 Main Bazaar Rd, Jodhpur, India",26.263406,73.094429,500,cardiology || emergency || gynecology || neurosurgery || oncology || radiology || urology,private,True
Sao Paulo Care Hospital,general hospital,Brazil,Sao Paulo,"302 Oak St, Sao Paulo, Brazil",-23.51323,-46.593448,250,cardiology || dermatology || gynecology || neurosurgery || oncology || orthopedics,public,True
New York Care Hospital #142,teaching hospital,United States,New York,"805 Hospital Rd, New York, United States",40.674446,-73.940849,250,dental || emergency || ent || gynecology || hematology || orthopedics || pediatrics || urology,private,True
Dehradun Health Institute,specialty hospital,India,Dehradun,"396 NH 48, Dehradun, India",30.326171,77.969958,150,emergency || ent || gynecology || oncology || ophthalmology || pediatrics,private,False
Montreal Superspeciality Hospital,general hospital,Canada,Montreal,"205 High St, Montreal, Canada",45.495557,-73.50907,200,emergency || oncology || orthopedics || psychiatry || pulmonology,private,False
Amritsar Multispeciality Hospital,general hospital,India,Amritsar,"702 Hill Rd, Amritsar, India",31.614864,74.948588,50,dental || nephrology || neurosurgery || orthopedics || psychiatry || urology,public,False
Singapore City Infirmary,general hospital,Singapore,Singapore,"249 Hospital Rd, Singapore, Singapore",1.339708,103.746524,300,dental || dermatology || gastroenterology || hematology || oncology,private,True
