SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,MERI EXECUTION,MERI STATUS,CHATGPT EXECUTION,CHATGPT STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,MERI_INFO,CHATGPT_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
Candle,candle,Candle,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 105835   |   Candle   |   High || 12333   |   Garden Candle   |   Medium || 923   |   Wax Candles   |   Medium || 99   |   Scented Candles   |   Medium || 18981   |   Tea Light Candle   |   Medium || 14599   |   Birthday Candle   |   Medium || 25414   |   Decorative Candles   |   Medium || 5940   |   Pillar Candles   |   Medium || 18969   |   Taper Candle   |   Medium || 134082   |   Glass Candle   |   Medium || 98   |   Gel Candles   |   Medium || 84075   |   Plain Candle   |   Medium || 15348   |   Jar Candle   |   Medium || 216419   |   Number Candle   |   Medium || 2286   |   Floating Candles   |   Medium || 84071   |   Musical Birthday Candle   |   Medium || 84065   |   Flower Candle   |   Medium || 17572   |   Soy Candle   |   Medium || 20033   |   Votive Candle   |   Medium || 16033   |   Handmade Candle   |   Medium || 84070   |   Heart Candle   |   Medium || 72845   |   LED Tea Light Candle   |   Medium || 84064   |   Floating Rose Candles   |   Medium || 3806   |   Christmas Candles   |   Medium || 5754   |   Paraffin Candles   |   Medium || 84060   |   Color Changing Candle   |   Medium || 49676   |   Beeswax Candle   |   Medium || 7715   |   Spiral Candles   |   Medium || 14342   |   Ball Candle   |   Medium || 84081   |   Smokeless Candle   |   Medium || 84084   |   Tin Candle   |   Medium || 33830   |   Palm Wax Candles   |   Medium || 49679   |   Bowl Candle   |   Medium || 84074   |   Party Candle   |   Medium || 85001   |   Coconut Candle   |   Medium || 13924   |   Dinner Candle   |   Medium || 16164   |   Glitter Candle   |   Medium || 84057   |   Church Candle   |   Medium || 445378   |   Healing Candle   |   Medium || 98591   |   Printed Candle   |   Medium || 151745   |   Terracotta Candles   |   Medium || 84087   |   Wedding Candles   |   Medium || 49686   |   Carved Candle   |   Medium || 23221   |   Candle Wicks   |   Medium || 27495   |   Filter Candles   |   Medium || 84404   |   LED Candles   |   Medium || 109708   |   Flameless LED Candle   |   Medium ],alfa-info: [ 105835   |   candle   |   High ],mars-info: [ 105835   |   Candle   |   High ],[],[],105835,Candle,High,12333,Garden Candle,Medium,923,Wax Candles,Medium,16033,Handmade Candle,Medium,84081,Smokeless Candle,Medium
Bajaj Bikes,bajaj bikes,Bajaj Bikes,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 189173   |   Bajaj Bikes   |   High || 20873   |   Motorcycle   |   High || 72920   |   Power Bike   |   Medium ],alfa-info: [ 189173   |   bajaj bikes   |   High ],mars-info: [ 189173   |   Bajaj Bikes   |   High ],[],[],189173,Bajaj Bikes,High,20873,Motorcycle,Medium,72920,Power Bike,Medium,183401,Royal Enfield Bikes,Low,184971,Honda Motorcycle,Low
Poly V Belt,poly v belt,Poly V Belt,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 35350   |   Poly V Belt   |   High || 190458   |   Industrial V Belt   |   Medium || 2676   |   V Belts   |   Medium ],alfa-info: [ 35350   |   poly v belt   |   High ],mars-info: [ 35350   |   Poly V Belt   |   High ],[],[],35350,Poly V Belt,High,190458,Industrial V Belt,High,2676,V Belts,Medium,181086,Fenner V Belts,Low,159,Timing Belts,Low
ice cream,ice cream,ice cream,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 21019   |   Ice Cream   |   High || 55868   |   Vanilla Ice Cream   |   High || 55864   |   Chocolate Ice Cream   |   High || 137445   |   Fruit Ice Cream   |   High || 189313   |   Cassata Ice Cream   |   High || 55867   |   Strawberry Ice Cream   |   Medium || 185418   |   Butter Scotch Ice Cream   |   Medium || 154769   |   Kulfi Ice Cream   |   Medium || 184912   |   Amul Ice Cream   |   Medium || 182258   |   Softy Ice Cream   |   Medium || 192027   |   Falooda Ice Cream   |   Medium || 205412   |   Mango Ice Cream   |   Medium || 55866   |   Pistachio Ice Cream   |   Medium || 55865   |   Dry Fruit Ice Cream   |   Medium || 205413   |   Coconut Ice Cream   |   Medium || 190264   |   Kwality Walls Ice Cream   |   Medium || 218703   |   Arun Ice Cream   |   Medium || 217366   |   Cornetto Ice Cream   |   Medium || 204957   |   Dinshaws Ice Cream   |   Medium || 653418   |   Rajbhog Ice Cream   |   Medium || 653891   |   Mother Dairy Ice Cream   |   Medium || 653416   |   Tutti Frutti Ice Cream   |   Medium || 653408   |   Vadilal Ice Creams   |   Medium || 217615   |   Heritage Ice Cream   |   Medium || 218705   |   Ibaco Ice Cream   |   Medium || 189970   |   Ice Cream Roll   |   Medium || 653915   |   Cream Bell Sandwich Ice Cream Bar   |   Medium || 653914   |   Cream Bell Ice Cream Tubs and Cups   |   Medium || 653913   |   Cream Bell Ice Cream Sticks   |   Medium || 653451   |   Heritage Frozen Dessert   |   Medium ],alfa-info: [ 21019   |   ice cream   |   High ],mars-info: [ 21019   |   Ice Cream   |   High ],[],[],21019,Ice Cream,High,55868,Vanilla Ice Cream,Medium,55864,Chocolate Ice Cream,Medium,137445,Fruit Ice Cream,Medium,189313,Cassata Ice Cream,Medium
Non Woven Bag,non woven bag,Non Woven Bag,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 32848   |   Non Woven Bag   |   High || 224564   |   Loop Handle Non Woven Bag   |   High || 158217   |   D-Cut Non Woven Bags   |   High || 159243   |   Non Woven W Cut Bags   |   High || 140760   |   Printed Non Woven Bags   |   High ],alfa-info: [ 32848   |   non woven bag   |   High ],mars-info: [ 32848   |   Non Woven Bag   |   High ],[],[],32848,Non Woven Bag,High,224564,Loop Handle Non Woven Bag,Medium,158217,D-Cut Non Woven Bags,Medium,140760,Printed Non Woven Bags,Medium,159243,Non Woven W Cut Bags,Medium
Hydraulic Baling Press,hydraulic baling press,Hydraulic Baling Press,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 10816   |   Hydraulic Baling Press   |   High || 136856   |   Hydraulic Scrap Baling Press   |   High || 22505   |   Baling Machines   |   High || 8440   |   Scrap Baling Press   |   Medium ],alfa-info: [ 10816   |   hydraulic baling press   |   High ],mars-info: [ 10816   |   Hydraulic Baling Press   |   High ],[],[],10816,Hydraulic Baling Press,High,136856,Hydraulic Scrap Baling Press,High,22505,Baling Machines,Medium,8440,Scrap Baling Press,Medium,192526,Paper Baling Press Machine,Low
Acrylic Name Plate,acrylic name plate,Acrylic Name Plate,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 152841   |   Acrylic Name Plate   |   High || 665   |   Name Plates   |   Medium || 15589   |   House Name Plates   |   Medium || 222126   |   Laser Cut Name Plate   |   Medium ],alfa-info: [ 152841   |   acrylic name plate   |   High ],mars-info: [ 152841   |   Acrylic Name Plate   |   High ],[],[],152841,Acrylic Name Plate,High,665,Name Plates,Medium,15589,House Name Plates,Medium,222126,Laser Cut Name Plate,Medium,181453,Acrylic LED Sign Board,Low
Electronic Switch,electronic switch,Electronic Switch,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 6879   |   Electronic Switch   |   High || 6815   |   Electrical Switches   |   Medium || 5199   |   Modular Switches   |   Medium || 112649   |   Micro Electronic Switches   |   Medium ],alfa-info: [ 6879   |   electronic switch   |   High ],mars-info: [ 6879   |   Electronic Switch   |   High ],[],[],6879,Electronic Switch,High,6815,Electrical Switches,Medium,5199,Modular Switches,Medium,112649,Micro Electronic Switches,Medium,181017,One Way Modular Switch,Low
Hydroponic Systems,hydroponic systems,Hydroponic Systems,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 29713   |   Hydroponic Systems   |   High || 155223   |   Hydroponic Fodder Machine   |   Medium || 191828   |   Aeroponics System   |   Medium ],alfa-info: [ 29713   |   hydroponic systems   |   High ],mars-info: [ 29713   |   Hydroponic Systems   |   High ],[],[],29713,Hydroponic Systems,High,155223,Hydroponic Fodder Machine,Medium,191828,Aeroponics System,Medium,6015,Plant Nutrient,Low,149713,Polyhouse,Low
Hand Blower,hand blower,Hand Blower,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 191326   |   Hand Blower   |   High || 27222   |   Electric Blowers   |   Medium ],alfa-info: [ 191326   |   hand blower   |   High ],mars-info: [ 191326   |   Hand Blower   |   High ],[],[],191326,Hand Blower,High,27222,Electric Blowers,Medium,434,Blowers,Low,69019,Industrial Air Blower,Low,127446,Blower Machine,Low
Steel Almirah,steel almirah,Steel Almirah,0,TRUE,timeout,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,[],alfa-info: [ 123996   |   steel almirah   |   High ],mars-info: [ 123996   |   Steel Almirah   |   High ],[],[],123996,Steel Almirah,High,180686,Iron Almirah,Low,12391,Wooden Almirah,Low,184357,3 Door Wardrobe,Low,181488,Office Almirah,Low
Car Accessories,car accessories,Car Accessories,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 50724   |   Car Accessories   |   High || 100718   |   Car Safety Accessories   |   High || 185256   |   Maruti Car Accessories   |   Medium || 4992   |   Automotive Accessories   |   Medium || 185255   |   Hyundai Car Accessories   |   Medium || 443221   |   Jeep Accessories   |   Medium ],alfa-info: [ 50724   |   car accessories   |   High ],mars-info: [ 50724   |   Car Accessories   |   High ],[],[],50724,Car Accessories,High,100718,Car Safety Accessories,Medium,185256,Maruti Car Accessories,Medium,4992,Automotive Accessories,Medium,443221,Jeep Accessories,Medium
Vehicle Washing System,vehicle washing system,Vehicle Washing System,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 141398   |   Vehicle Washing System   |   High || 152897   |   Automatic Car Washing Machine   |   Medium || 656338   |   Truck Washing System   |   Medium || 136959   |   Semi Automatic Car Washing Machine   |   Medium ],alfa-info: [ 141398   |   vehicle washing system   |   High ],mars-info: [ 141398   |   Vehicle Washing System   |   High ],[],[],141398,Vehicle Washing System,High,152897,Automatic Car Washing Machine,Medium,656338,Truck Washing System,Medium,136959,Semi Automatic Car Washing Machine,Medium,30353,High Pressure Washer,Low
Online Chiller,online chiller,Online Chiller,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 203353   |   Online Chiller   |   High || 675   |   Chillers   |   Medium || 3344   |   Water Chillers   |   Medium || 184614   |   Industrial Water Chiller   |   Medium ],alfa-info: [ 203353   |   online chiller   |   High ],mars-info: [ 203353   |   Online Chiller   |   High ],[],[],203353,Online Chiller,High,675,Chillers,Medium,3344,Water Chillers,Medium,184614,Industrial Water Chiller,Medium,40876,Water Cooled Chillers,Low
APC Online Ups,apc online ups,APC Online Ups,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 182108   |   APC Online UPS   |   High || 7520   |   Online UPS   |   High || 2662   |   UPS   |   Medium ],alfa-info: [ 182108   |   apc online ups   |   High ],mars-info: [ 182108   |   APC Online UPS   |   High ],[],[],182108,APC Online UPS,High,7520,Online UPS,Medium,2662,UPS,Medium,136141,Home UPS,Low,175657,UPS Repairing Service,Low
MS Grill,ms grill,MS Grill,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 148894   |   MS Grill   |   High || 84898   |   Metal Grill   |   Medium || 41235   |   Window Grills   |   Medium || 84892   |   Decorative Grill   |   Medium ],alfa-info: [ 148894   |   ms grill   |   High ],mars-info: [ 148894   |   MS Grill Design   |   High || 84898   |   Metal Grill   |   Low || 113960   |   Grills   |   Low ],[],[],148894,MS Grill,High,84898,Metal Grill,Medium,41235,Window Grills,Medium,113960,Grills,Medium,84892,Decorative Grill,Medium
Balcony Railing,balcony railing,Balcony Railing,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 181655   |   Balcony Railing   |   High || 190214   |   Stainless Steel Balcony Railing   |   Medium || 56074   |   Glass Railing   |   Medium || 188764   |   MS Balcony Railing   |   Medium ],alfa-info: [ 181655   |   balcony railing   |   High ],mars-info: [ 181655   |   Balcony Railing   |   High ],[],[],181655,Balcony Railing,High,190214,Stainless Steel Balcony Railing,Medium,56074,Glass Railing,Medium,188764,MS Balcony Railing,Medium,7813,Stainless Steel Railings,Low
Banana Peel Powder,banana peel powder,Banana Peel Powder,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 190486   |   Banana Peel Powder   |   High || 148444   |   Banana Powder   |   Medium ],alfa-info: [ 190486   |   banana peel powder   |   High ],mars-info: [ 190486   |   Banana Peel Powder   |   High ],[],[],190486,Banana Peel Powder,High,148444,Banana Powder,Medium,6623,Fruit Powder,Low,169820,Dry Dates Powder,Low,182762,Papaya Powder,Low
Combine Harvester,combine harvester,Combine Harvester,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 43200   |   Combine Harvester   |   High || 139361   |   Paddy Harvester   |   Medium || 218517   |   Self Combine Harvester   |   Medium || 218518   |   Tractor Driven Combine Harvester   |   Medium || 220253   |   Tractor Mounted Combine Harvester   |   Medium || 192899   |   Kartar Combine Harvester   |   Medium || 185278   |   Preet Combine Harvester   |   Medium || 650409   |   Track Combine Harvester   |   Medium || 194747   |   Vishal Combine Harvester   |   Medium || 221244   |   Dasmesh Combine Harvester   |   Medium || 221809   |   KS Group Combine Harvester   |   Medium || 221808   |   KS Group Tractor Mounted Combine Harvester   |   Medium || 221245   |   Dasmesh Tractor Mounted Combine Harvester   |   Medium || 217306   |   Indo Farm Combine Harvester   |   Medium || 218697   |   Greaves Combine Harvester   |   Medium || 192789   |   John Deere Harvester   |   Medium ],alfa-info: [ 43200   |   combine harvester   |   High ],mars-info: [ 43200   |   Combine Harvester   |   High ],[],[],43200,Combine Harvester,High,139361,Paddy Harvester,Medium,218517,Self Combine Harvester,Medium,218697,Greaves Combine Harvester,Medium,221808,KS Group Tractor Mounted Combine Harvester,Medium
Plastic Empty Water Bottle,plastic empty water bottle,Plastic Empty Water Bottle,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 5056   |   Plastic Empty Water Bottle   |   High || 40874   |   Water Bottle   |   Medium ],alfa-info: [ 5056   |   plastic empty water bottle   |   High ],mars-info: [ 5056   |   Plastic Empty Water Bottle   |   High ],[],[],5056,Plastic Empty Water Bottle,High,40874,Water Bottle,Medium,43850,Empty Mineral Water Bottle,Low,1425,PET Bottles,Low,84685,PET Water Bottle,Low
Pebble Stone,pebble stone,Pebble Stone,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 34768   |   Pebble Stone   |   High || 628   |   Pebbles   |   Medium || 185997   |   White Pebble   |   Medium || 94802   |   Red Pebble Stone   |   Medium || 656553   |   Yellow Pebble Stone   |   Medium ],alfa-info: [ 34768   |   pebble stone   |   High ],mars-info: [ 34768   |   Pebble Stone   |   High ],[],[],34768,Pebble Stone,High,628,Pebbles,Medium,185997,White Pebble,Medium,94802,Red Pebble Stone,Medium,656553,Yellow Pebble Stone,Medium
Ethylene Glycol Meg,ethylene glycol meg,Ethylene Glycol Meg,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 28036   |   Ethylene Glycol MEG   |   High || 35195   |   Polyethylene Glycol PEG   |   Medium || 26193   |   Diethylene Glycol DEG   |   Medium ],alfa-info: [ 28036   |   ethylene glycol meg   |   High ],mars-info: [ 28036   |   Ethylene Glycol MEG   |   High ],[],[],28036,Ethylene Glycol MEG,High,35195,Polyethylene Glycol PEG,Medium,26193,Diethylene Glycol DEG,Medium,2299,Engine Coolant,Low,68949,Chemical Solvent,Low
Corner Sofa Sets,corner sofa sets,Corner Sofa Sets,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 151214   |   Corner Sofa Sets   |   High || 120827   |   Designer Sofa Set   |   Medium || 183839   |   L Shape Sofa Set   |   Medium ],alfa-info: [ 151214   |   corner sofa sets   |   High ],mars-info: [ 151214   |   Corner Sofa Sets   |   High ],[],[],151214,Corner Sofa Sets,High,120827,Designer Sofa Set,Medium,183839,L Shape Sofa Set,Medium,3548,Wooden Sofa Set,Low,37022,Sofa Bed,Low
Earth Auger,earth auger,Earth Auger,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 166819   |   Earth Auger   |   High || 106396   |   Gasoline Auger Drill   |   High || 37038   |   Soil Augers   |   High || 35446   |   Post Hole Diggers   |   Medium || 216051   |   KISANKRAFT Earth Auger   |   Medium ],alfa-info: [ 166819   |   earth auger   |   High ],mars-info: [ 166819   |   Earth Auger   |   High ],[],[],166819,Earth Auger,High,106396,Gasoline Auger Drill,Medium,37038,Soil Augers,Medium,35446,Post Hole Diggers,Medium,216051,KISANKRAFT Earth Auger,Medium
UPVC Glass Window,upvc glass window,UPVC Glass Window,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 184347   |   UPVC Glass Window   |   High || 43482   |   UPVC Windows   |   Medium || 148768   |   UPVC Sliding Windows   |   Medium ],alfa-info: [ 184347   |   upvc glass window   |   High ],mars-info: [ 184347   |   UPVC Glass Window   |   High ],[],[],184347,UPVC Glass Window,High,43482,UPVC Windows,Medium,148768,UPVC Sliding Windows,Medium,38054,Sliding Windows,Low,183487,UPVC Ventilator,Low
STIHL Chainsaw,stihl chainsaw,STIHL Chainsaw,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 189457   |   STIHL Chainsaw   |   High || 143187   |   Chain Saw Machine   |   High || 68444   |   Electric Chainsaw   |   Medium || 161774   |   Petrol Chain Saw   |   Medium ],alfa-info: [ 189457   |   stihl chainsaw   |   High ],mars-info: [ 189457   |   STIHL Chainsaw   |   High ],[],[],189457,STIHL Chainsaw,High,143187,Chain Saw Machine,Medium,68444,Electric Chainsaw,Medium,161774,Petrol Chain Saw,Medium,147645,Wood Cutting Machine,Low
Dental Etching Gel,dental etching gel,Dental Etching Gel,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 165029   |   Dental Etching Gel   |   High ],alfa-info: [ 165029   |   dental etching gel   |   High ],mars-info: [ 165029   |   Dental Etching Gel   |   High ],[],[],165029,Dental Etching Gel,High,178449,PCD Pharma Franchise,Low,9220,Herbal Toothpaste,Low,39922,Toothpastes,Low,167528,Medicated Toothpaste,Low
Bike Graphic Stickers,bike graphic stickers,Bike Graphic Stickers,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 177942   |   Bike Graphic Stickers   |   High || 98937   |   Auto Body Sticker   |   Medium || 45406   |   Automobile Graphics   |   Medium ],alfa-info: [ 177942   |   bike graphic stickers   |   High ],mars-info: [ 177942   |   Bike Graphic Stickers   |   High ],[],[],177942,Bike Graphic Stickers,High,98937,Auto Body Sticker,High,45406,Automobile Graphics,Medium,8687,Printed Stickers,Low,55287,Car Sticker,Low
Fake Note Detector Machine,fake note detector machine,Fake Note Detector Machine,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 152876   |   Fake Note Detector Machine   |   High || 80208   |   Currency Detector   |   Medium ],alfa-info: [ 152876   |   fake note detector machine   |   High ],mars-info: [ 152876   |   Fake Note Detector Machine   |   High ],[],[],152876,Fake Note Detector Machine,High,80208,Currency Detector,Medium,25203,Currency Counting Machines,Low,179098,Bundle Note Counting Machines,Low,177146,Note Sorting Machine,Low
